Representation,Number Of Cities,Population Size,Child Population Size,Generation Gap,Mutation Rate,Algorithm,Selection,Termination,City Coordinates,Original Solution,Final Solution,Algorithm Efficiency,Checked
Pa,20,2000,50,25,0.01,RoMPPaDiPaCo20,"['Ro', None]","['Co', 50]","[(648, 461), (594, 832), (454, 397), (416, 290), (103, 425), (645, 657), (867, 539), (861, 772), (285, 145), (835, 251), (111, 767), (752, 943), (380, 695), (977, 211), (402, 168), (9, 656), (40, 599), (640, 347), (50, 451), (509, 619)]","[7, 1, 2, 20, 15, 5, 16, 11, 18, 4, 3, 6, 8, 13, 12, 19, 17, 9, 14, 10, 7]","[16, 11, 13, 20, 6, 2, 12, 8, 7, 14, 10, 18, 1, 3, 4, 15, 9, 5, 19, 17, 16]",106,TRUE
Pa,20,2000,50,25,0.01,RoMPPaDiPaCo20,"['Ro', None]","['Co', 50]","[(648, 461), (594, 832), (454, 397), (416, 290), (103, 425), (645, 657), (867, 539), (861, 772), (285, 145), (835, 251), (111, 767), (752, 943), (380, 695), (977, 211), (402, 168), (9, 656), (40, 599), (640, 347), (50, 451), (509, 619)]","[7, 14, 15, 18, 3, 9, 17, 16, 20, 2, 6, 1, 13, 19, 5, 11, 4, 8, 12, 10, 7]","[16, 11, 13, 20, 6, 2, 12, 8, 7, 14, 10, 18, 1, 3, 4, 15, 9, 5, 19, 17, 16]",98,TRUE
Pa,20,2000,50,25,0.01,RoMPPaDiPaCo20,"['Ro', None]","['Co', 50]","[(648, 461), (594, 832), (454, 397), (416, 290), (103, 425), (645, 657), (867, 539), (861, 772), (285, 145), (835, 251), (111, 767), (752, 943), (380, 695), (977, 211), (402, 168), (9, 656), (40, 599), (640, 347), (50, 451), (509, 619)]","[12, 2, 8, 6, 19, 5, 9, 3, 20, 18, 14, 7, 13, 15, 4, 1, 10, 11, 16, 17, 12]","[19, 17, 16, 11, 13, 20, 6, 2, 12, 8, 7, 14, 10, 18, 1, 3, 4, 15, 9, 5, 19]",95,TRUE
Pa,20,2000,50,25,0.01,RoMPPaDiPaCo20,"['Ro', None]","['Co', 50]","[(639, 299), (254, 250), (495, 811), (185, 792), (165, 899), (551, 628), (938, 886), (596, 70), (99, 917), (973, 561), (887, 796), (891, 189), (874, 855), (381, 702), (899, 944), (628, 395), (160, 716), (281, 315), (20, 37), (718, 30)]","[15, 16, 20, 18, 19, 17, 2, 4, 6, 9, 5, 3, 8, 12, 1, 10, 14, 11, 7, 13, 15]","[6, 3, 15, 7, 13, 11, 10, 16, 1, 12, 20, 8, 19, 2, 18, 17, 4, 9, 5, 14, 6]",86,TRUE
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(456, 814), (374, 707), (46, 130), (645, 134), (603, 637), (37, 151), (563, 269), (870, 485), (404, 361), (664, 487), (934, 98), (217, 217), (463, 572), (388, 540), (454, 951), (877, 123), (519, 72), (708, 880), (216, 455), (539, 207), (321, 784), (384, 910), (430, 756), (700, 282), (299, 609), (59, 579), (164, 201), (429, 705), (943, 311), (383, 422), (186, 937), (316, 107), (173, 919), (331, 191), (192, 990), (13, 403), (638, 323), (63, 465), (801, 910), (245, 486), (668, 512), (236, 547), (882, 762), (812, 24), (907, 554), (682, 706), (729, 527), (64, 681), (165, 1000), (219, 145), (990, 665), (467, 851), (200, 884), (629, 239), (122, 701), (276, 583), (180, 511), (401, 27), (929, 294), (577, 921), (220, 546), (662, 816), (901, 897), (995, 732), (862, 907), (595, 498), (759, 142), (274, 86), (175, 606), (881, 423)]","[1, 69, 32, 12, 9, 19, 53, 24, 47, 20, 67, 41, 38, 26, 34, 40, 49, 56, 57, 39, 16, 63, 28, 13, 55, 50, 60, 52, 23, 25, 45, 65, 22, 14, 6, 48, 37, 10, 43, 70, 17, 11, 66, 31, 8, 51, 4, 29, 7, 27, 30, 21, 64, 5, 36, 3, 61, 44, 68, 58, 54, 59, 46, 2, 42, 62, 18, 35, 15, 33, 1]","[17, 58, 34, 32, 68, 50, 12, 27, 3, 6, 36, 38, 26, 48, 49, 35, 31, 33, 53, 55, 69, 57, 19, 40, 61, 42, 56, 25, 14, 30, 9, 7, 20, 54, 37, 24, 4, 67, 44, 16, 11, 59, 29, 70, 8, 45, 47, 41, 10, 66, 13, 28, 2, 21, 23, 1, 52, 22, 15, 60, 62, 18, 39, 65, 63, 64, 51, 43, 46, 5, 17]",293,TRUE
Pa,70,25000,30,20,0.001,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(350, 48), (928, 91), (186, 859), (108, 651), (336, 631), (308, 999), (377, 978), (920, 188), (896, 774), (987, 520), (649, 201), (212, 677), (420, 29), (977, 896), (552, 982), (833, 881), (351, 259), (619, 153), (841, 707), (952, 160), (956, 893), (852, 917), (675, 861), (357, 34), (356, 778), (378, 755), (727, 936), (167, 963), (252, 872), (754, 2), (404, 562), (465, 878), (693, 113), (904, 210), (524, 783), (236, 921), (192, 24), (838, 618), (355, 327), (856, 87), (464, 393), (88, 615), (423, 893), (267, 312), (44, 380), (402, 850), (562, 145), (48, 712), (675, 956), (221, 549), (536, 647), (733, 907), (529, 529), (485, 799), (239, 488), (967, 603), (921, 110), (527, 71), (425, 787), (284, 380), (890, 726), (382, 92), (892, 876), (343, 537), (89, 709), (173, 559), (957, 719), (683, 571), (452, 361), (119, 517)]","[67, 15, 45, 41, 8, 20, 57, 69, 33, 12, 5, 52, 48, 16, 13, 31, 7, 59, 1, 2, 19, 68, 10, 14, 61, 49, 56, 9, 11, 39, 40, 30, 37, 24, 53, 46, 27, 26, 51, 21, 22, 60, 17, 34, 65, 62, 43, 18, 3, 42, 36, 28, 54, 66, 32, 35, 70, 4, 55, 50, 29, 44, 58, 47, 64, 38, 25, 63, 6, 23, 67]","[26, 25, 46, 43, 32, 23, 49, 27, 52, 16, 22, 63, 21, 14, 9, 67, 61, 19, 38, 68, 56, 10, 34, 8, 20, 57, 2, 40, 30, 33, 11, 18, 47, 58, 13, 62, 1, 24, 37, 17, 44, 60, 39, 69, 41, 53, 51, 35, 54, 59, 15, 7, 6, 28, 36, 29, 3, 12, 65, 48, 4, 42, 70, 45, 66, 50, 55, 64, 31, 5, 26]",334,TRUE
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(648, 635), (923, 412), (791, 79), (630, 243), (660, 162), (86, 254), (303, 537), (346, 459), (589, 107), (45, 430), (774, 586), (288, 1), (598, 888), (71, 905), (737, 444), (135, 778), (49, 482), (565, 726), (123, 369), (637, 744), (808, 710), (801, 332), (213, 187), (336, 497), (203, 953), (506, 586), (556, 728), (974, 997), (914, 124), (394, 994), (811, 974), (596, 316), (610, 482), (564, 820), (235, 106), (133, 154), (346, 621), (389, 78), (54, 945), (151, 430), (315, 995), (591, 523), (450, 999), (568, 755), (934, 315), (700, 431), (498, 904), (931, 251), (330, 201), (814, 602), (851, 512), (85, 715), (56, 235), (5, 304), (509, 841), (103, 445), (987, 927), (343, 1), (705, 134), (710, 701), (831, 469), (644, 857), (123, 428), (214, 697), (289, 896), (225, 727), (927, 199), (919, 584), (192, 973), (520, 639)]","[28, 32, 3, 29, 67, 45, 15, 60, 20, 14, 35, 50, 24, 41, 30, 31, 2, 8, 63, 48, 49, 53, 54, 10, 18, 23, 6, 65, 1, 33, 26, 36, 70, 37, 5, 64, 46, 13, 56, 66, 52, 19, 22, 62, 17, 69, 25, 44, 27, 47, 55, 42, 11, 4, 7, 38, 21, 51, 9, 59, 58, 40, 16, 39, 57, 43, 12, 34, 68, 61, 28]","[7, 24, 8, 40, 63, 56, 17, 10, 19, 54, 53, 6, 36, 23, 49, 35, 12, 58, 38, 9, 32, 4, 5, 59, 3, 29, 67, 48, 45, 2, 22, 61, 51, 68, 50, 11, 15, 46, 33, 42, 26, 70, 27, 18, 44, 20, 1, 60, 21, 57, 28, 31, 62, 13, 34, 55, 47, 43, 30, 41, 65, 25, 69, 39, 14, 16, 52, 64, 66, 37, 7]",347,TRUE
Pa,70,25000,30,20,0.001,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(36, 694), (640, 446), (96, 358), (545, 554), (116, 362), (268, 502), (707, 375), (755, 977), (252, 805), (398, 291), (688, 468), (122, 602), (998, 733), (822, 489), (725, 78), (535, 486), (390, 717), (805, 694), (242, 189), (105, 496), (562, 204), (558, 233), (725, 947), (727, 208), (372, 488), (6, 213), (49, 649), (655, 835), (173, 229), (262, 161), (545, 293), (178, 781), (378, 429), (73, 38), (761, 887), (80, 891), (276, 600), (120, 123), (65, 276), (822, 290), (446, 294), (344, 611), (909, 417), (719, 35), (960, 274), (774, 684), (234, 444), (207, 456), (36, 888), (547, 53), (316, 706), (656, 954), (561, 586), (348, 688), (693, 535), (51, 631), (546, 542), (814, 515), (877, 848), (688, 375), (951, 967), (355, 984), (807, 235), (373, 332), (265, 466), (537, 623), (694, 842), (129, 113), (957, 909), (151, 628)]","[54, 58, 63, 55, 16, 46, 40, 31, 25, 23, 21, 34, 26, 27, 38, 10, 39, 50, 19, 29, 44, 15, 7, 47, 20, 8, 3, 30, 48, 32, 53, 51, 36, 28, 14, 43, 59, 67, 52, 60, 22, 12, 9, 49, 1, 62, 61, 5, 41, 65, 42, 24, 69, 18, 64, 68, 11, 33, 4, 70, 35, 17, 57, 66, 45, 2, 6, 37, 56, 13, 54]","[10, 64, 33, 25, 37, 32, 36, 49, 56, 1, 27, 70, 12, 20, 5, 3, 39, 26, 34, 38, 68, 29, 19, 30, 47, 48, 65, 6, 42, 54, 17, 51, 9, 62, 52, 28, 67, 35, 23, 8, 61, 69, 59, 13, 18, 46, 66, 53, 4, 57, 16, 2, 60, 7, 11, 55, 58, 14, 43, 45, 40, 63, 24, 15, 44, 50, 21, 22, 31, 41, 10]",298,TRUE
Pa,70,25000,30,20,0.01,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(107, 553), (9, 37), (706, 515), (281, 69), (551, 220), (192, 671), (239, 688), (167, 235), (901, 100), (65, 468), (996, 768), (137, 174), (466, 223), (150, 212), (993, 159), (599, 635), (980, 592), (58, 231), (851, 631), (903, 252), (348, 401), (80, 268), (465, 382), (659, 974), (480, 114), (630, 214), (26, 79), (363, 185), (380, 776), (88, 250), (618, 592), (541, 15), (409, 461), (537, 448), (119, 444), (81, 138), (187, 973), (248, 739), (65, 817), (264, 422), (862, 288), (390, 655), (924, 207), (185, 979), (472, 231), (493, 499), (758, 687), (889, 963), (567, 725), (761, 589), (361, 258), (673, 12), (114, 473), (114, 939), (227, 365), (597, 713), (237, 588), (171, 451), (746, 550), (862, 706), (765, 33), (573, 128), (798, 411), (831, 975), (239, 280), (385, 305), (226, 340), (341, 1), (895, 279), (330, 756)]","[38, 55, 10, 22, 31, 3, 45, 42, 13, 68, 54, 44, 18, 23, 6, 50, 56, 28, 47, 65, 9, 66, 5, 61, 46, 43, 52, 69, 14, 48, 29, 1, 30, 26, 62, 12, 25, 4, 51, 32, 20, 41, 58, 21, 40, 53, 16, 7, 70, 37, 39, 24, 36, 63, 17, 11, 49, 27, 2, 8, 15, 34, 59, 64, 67, 35, 60, 19, 33, 57, 38]","[32, 62, 26, 5, 13, 45, 23, 33, 46, 42, 29, 70, 37, 44, 54, 39, 38, 7, 6, 57, 1, 10, 53, 35, 58, 30, 22, 18, 27, 2, 36, 12, 14, 8, 65, 67, 55, 40, 21, 66, 51, 28, 4, 68, 25, 34, 31, 16, 56, 49, 24, 64, 48, 11, 17, 19, 60, 47, 50, 59, 3, 63, 41, 69, 20, 43, 15, 9, 61, 52, 32]",312,TRUE
Pa,70,25000,30,20,0.1,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(610, 376), (577, 197), (256, 83), (758, 736), (517, 730), (156, 474), (882, 946), (912, 703), (780, 87), (748, 752), (522, 239), (87, 289), (714, 947), (236, 931), (533, 674), (20, 280), (9, 24), (500, 769), (276, 262), (707, 444), (208, 533), (141, 505), (251, 232), (938, 200), (929, 166), (260, 680), (667, 347), (382, 185), (468, 866), (256, 737), (723, 865), (51, 246), (331, 742), (290, 837), (390, 37), (93, 892), (830, 976), (382, 808), (19, 53), (532, 637), (111, 831), (769, 432), (191, 281), (405, 123), (352, 923), (831, 822), (994, 927), (783, 279), (595, 173), (396, 811), (884, 770), (991, 231), (255, 351), (233, 820), (57, 68), (309, 229), (505, 218), (938, 504), (479, 732), (763, 389), (360, 945), (402, 242), (798, 123), (420, 141), (28, 858), (557, 666), (485, 794), (409, 468), (799, 103), (679, 406)]","[15, 5, 54, 61, 50, 1, 21, 68, 29, 2, 36, 33, 45, 9, 60, 58, 10, 3, 64, 30, 46, 49, 35, 44, 39, 6, 32, 55, 23, 47, 14, 34, 63, 51, 8, 4, 20, 17, 43, 52, 25, 48, 57, 62, 18, 67, 42, 53, 66, 40, 12, 70, 11, 24, 13, 37, 31, 69, 19, 28, 22, 65, 7, 59, 16, 56, 26, 41, 38, 27, 15]","[22, 6, 53, 19, 56, 28, 64, 44, 35, 3, 55, 17, 39, 32, 16, 12, 43, 23, 62, 57, 11, 2, 49, 9, 69, 63, 25, 24, 52, 58, 48, 60, 42, 20, 70, 27, 1, 68, 33, 38, 50, 67, 18, 59, 5, 15, 40, 66, 4, 10, 46, 51, 8, 47, 7, 37, 13, 31, 29, 61, 45, 14, 36, 65, 41, 54, 34, 30, 26, 21, 22]",319,TRUE
Pa,70,25000,30,20,1,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(673, 937), (740, 97), (17, 151), (726, 328), (401, 462), (189, 838), (490, 182), (706, 702), (908, 296), (606, 200), (3, 661), (340, 110), (516, 786), (339, 954), (497, 371), (626, 377), (554, 687), (599, 884), (615, 477), (130, 544), (769, 557), (752, 640), (602, 570), (146, 167), (684, 852), (923, 935), (252, 852), (354, 988), (833, 223), (442, 724), (177, 138), (405, 953), (89, 628), (817, 65), (428, 96), (765, 319), (959, 363), (951, 858), (126, 655), (999, 478), (232, 727), (278, 159), (842, 46), (836, 844), (238, 959), (298, 858), (539, 984), (505, 372), (274, 846), (224, 470), (494, 400), (307, 502), (324, 210), (872, 816), (689, 57), (832, 637), (91, 96), (477, 436), (332, 429), (46, 654), (388, 782), (903, 39), (793, 694), (712, 844), (252, 983), (409, 380), (910, 886), (136, 410), (84, 31), (644, 6)]","[43, 37, 15, 4, 26, 8, 44, 57, 3, 51, 52, 40, 64, 55, 36, 38, 25, 22, 60, 68, 18, 11, 49, 2, 62, 59, 9, 30, 6, 58, 66, 13, 28, 32, 47, 41, 21, 63, 54, 20, 7, 5, 42, 56, 29, 70, 10, 61, 35, 53, 31, 34, 1, 67, 17, 33, 45, 48, 65, 46, 69, 24, 39, 14, 27, 16, 50, 12, 23, 19, 43]","[18, 32, 53, 7, 4, 68, 60, 33, 11, 39, 41, 6, 28, 49, 14, 45, 65, 27, 46, 5, 42, 15, 10, 36, 29, 55, 70, 2, 34, 62, 43, 16, 51, 9, 22, 19, 25, 1, 23, 61, 40, 37, 56, 21, 44, 63, 8, 38, 54, 26, 67, 64, 47, 13, 30, 17, 20, 50, 59, 31, 69, 57, 3, 24, 12, 35, 48, 66, 52, 58, 18]",106,TRUE
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(463, 346), (693, 383), (665, 670), (438, 186), (650, 558), (965, 37), (464, 406), (823, 597), (226, 390), (214, 995), (997, 154), (827, 23), (362, 681), (362, 118), (678, 401), (808, 624), (34, 678), (241, 310), (603, 461), (710, 951), (332, 565), (657, 526), (147, 842), (785, 708), (290, 296), (134, 780), (195, 826), (966, 270), (284, 769), (349, 790), (49, 991), (271, 232), (744, 550), (713, 599), (379, 580), (922, 685), (749, 731), (121, 954), (876, 571), (296, 806), (384, 1), (931, 816), (664, 849), (520, 846), (304, 318), (160, 650), (570, 648), (5, 495), (436, 969), (687, 130), (118, 58), (104, 347), (23, 417), (229, 349), (435, 655), (4, 472), (142, 980), (318, 890), (574, 515), (18, 971), (719, 193), (792, 55), (473, 970), (174, 590), (933, 541), (266, 460), (425, 869), (37, 348), (712, 697), (72, 333)]","[10, 49, 53, 56, 68, 41, 24, 36, 38, 55, 65, 37, 22, 14, 26, 29, 2, 40, 30, 70, 9, 34, 42, 63, 21, 25, 51, 4, 32, 35, 46, 33, 28, 11, 31, 67, 44, 43, 57, 45, 64, 54, 17, 7, 15, 66, 1, 62, 52, 12, 8, 5, 27, 58, 23, 48, 20, 13, 69, 60, 16, 39, 47, 3, 6, 19, 61, 59, 50, 18, 10]","[46, 17, 26, 27, 23, 60, 31, 38, 57, 10, 58, 40, 29, 30, 67, 49, 63, 44, 43, 20, 42, 36, 8, 33, 34, 5, 22, 59, 19, 15, 2, 61, 50, 62, 12, 6, 11, 28, 65, 39, 16, 24, 37, 69, 3, 47, 55, 13, 35, 21, 66, 9, 54, 32, 51, 41, 14, 4, 1, 7, 45, 25, 18, 52, 70, 68, 53, 56, 48, 64, 46]",318,TRUE
Pa,70,25000,30,20,0.001,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(901, 778), (719, 676), (359, 899), (753, 477), (912, 423), (369, 710), (518, 784), (605, 635), (459, 838), (8, 472), (735, 339), (930, 912), (260, 958), (443, 182), (368, 920), (173, 572), (937, 420), (746, 183), (307, 905), (605, 138), (91, 923), (637, 530), (328, 781), (534, 642), (330, 303), (479, 70), (92, 923), (604, 86), (129, 900), (547, 962), (117, 715), (879, 969), (551, 548), (935, 48), (584, 396), (947, 635), (758, 948), (485, 389), (95, 55), (748, 18), (536, 679), (996, 856), (648, 265), (616, 733), (607, 112), (728, 332), (375, 147), (686, 562), (390, 312), (651, 247), (119, 711), (551, 972), (106, 90), (68, 894), (595, 810), (639, 988), (808, 52), (793, 692), (603, 459), (337, 4), (644, 362), (705, 489), (324, 141), (435, 846), (646, 300), (475, 625), (432, 21), (509, 180), (604, 458), (399, 750)]","[70, 4, 55, 5, 18, 43, 65, 17, 63, 38, 3, 45, 61, 57, 35, 48, 10, 39, 60, 68, 36, 62, 19, 56, 31, 58, 32, 2, 42, 66, 69, 28, 34, 22, 59, 67, 11, 6, 7, 51, 29, 15, 23, 9, 1, 14, 13, 27, 25, 16, 64, 8, 46, 50, 44, 20, 49, 52, 24, 37, 12, 40, 26, 47, 30, 54, 21, 33, 41, 53, 70]","[10, 16, 51, 31, 54, 21, 27, 29, 13, 19, 15, 3, 23, 6, 70, 64, 9, 7, 41, 24, 66, 33, 8, 44, 55, 30, 52, 56, 37, 32, 12, 42, 1, 58, 2, 36, 17, 5, 4, 62, 48, 22, 59, 69, 38, 35, 61, 11, 46, 65, 43, 50, 18, 34, 57, 40, 28, 45, 20, 68, 26, 67, 60, 39, 53, 63, 47, 14, 49, 25, 10]",315,TRUE
Pa,70,25000,30,20,0.01,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(102, 551), (120, 821), (742, 330), (321, 462), (815, 635), (396, 309), (827, 775), (496, 371), (232, 935), (105, 719), (558, 414), (787, 848), (610, 946), (95, 339), (783, 286), (284, 193), (666, 608), (12, 213), (623, 639), (357, 592), (276, 342), (175, 588), (693, 383), (930, 54), (349, 728), (655, 424), (853, 390), (847, 456), (719, 963), (346, 359), (86, 336), (682, 606), (147, 569), (129, 916), (115, 348), (419, 851), (58, 209), (536, 767), (663, 846), (909, 291), (385, 156), (386, 508), (720, 899), (383, 118), (199, 512), (897, 698), (667, 481), (137, 886), (577, 420), (774, 629), (283, 306), (402, 930), (343, 444), (495, 269), (875, 679), (141, 389), (426, 100), (723, 170), (390, 38), (105, 918), (243, 230), (634, 716), (521, 91), (215, 448), (570, 65), (324, 730), (897, 762), (701, 652), (81, 260), (716, 552)]","[39, 55, 65, 63, 2, 64, 52, 9, 18, 25, 48, 60, 56, 30, 7, 54, 46, 10, 38, 23, 15, 62, 50, 26, 14, 69, 66, 34, 32, 43, 3, 21, 51, 45, 35, 24, 58, 1, 17, 22, 31, 6, 28, 5, 11, 19, 53, 8, 29, 68, 20, 42, 57, 59, 33, 49, 47, 67, 36, 12, 40, 61, 4, 37, 16, 41, 44, 70, 27, 13, 39]","[42, 4, 53, 21, 51, 56, 35, 31, 14, 69, 18, 37, 61, 16, 41, 44, 59, 57, 63, 65, 54, 6, 30, 8, 11, 49, 47, 26, 23, 3, 15, 58, 24, 40, 27, 28, 70, 32, 17, 19, 62, 68, 50, 5, 55, 46, 67, 7, 12, 43, 29, 13, 39, 38, 36, 52, 9, 48, 34, 60, 2, 10, 1, 33, 22, 45, 64, 66, 25, 20, 42]",322,TRUE
Pa,70,25000,30,20,0.1,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(915, 106), (150, 388), (963, 756), (93, 812), (576, 947), (734, 290), (921, 736), (596, 857), (3, 464), (878, 959), (142, 223), (702, 267), (693, 579), (83, 859), (817, 290), (702, 548), (836, 789), (273, 652), (361, 734), (444, 968), (774, 356), (866, 868), (877, 794), (219, 473), (612, 189), (706, 76), (16, 144), (469, 31), (132, 130), (779, 342), (800, 446), (374, 45), (228, 31), (605, 983), (276, 860), (831, 826), (668, 21), (467, 501), (238, 144), (952, 678), (999, 846), (56, 758), (565, 974), (220, 112), (648, 483), (606, 607), (749, 928), (647, 170), (10, 411), (891, 946), (640, 497), (521, 65), (621, 362), (734, 684), (688, 623), (129, 240), (397, 799), (539, 914), (357, 56), (890, 879), (337, 201), (42, 657), (620, 731), (271, 328), (937, 206), (233, 866), (18, 267), (174, 28), (60, 135), (83, 902)]","[20, 33, 25, 53, 24, 49, 13, 46, 1, 26, 51, 9, 21, 48, 45, 32, 56, 11, 12, 47, 17, 22, 37, 61, 65, 30, 42, 62, 54, 50, 5, 4, 19, 6, 28, 27, 29, 57, 8, 15, 64, 39, 59, 35, 68, 52, 70, 14, 40, 10, 3, 18, 31, 58, 67, 69, 55, 44, 7, 38, 23, 41, 60, 34, 63, 16, 36, 43, 2, 66, 20]","[46, 13, 16, 51, 45, 53, 31, 21, 30, 15, 65, 1, 6, 12, 25, 48, 26, 37, 52, 28, 32, 59, 61, 39, 44, 33, 68, 29, 69, 27, 11, 56, 67, 49, 9, 2, 24, 64, 38, 18, 62, 42, 4, 14, 70, 66, 35, 19, 57, 20, 43, 34, 5, 58, 8, 47, 22, 60, 50, 10, 41, 3, 40, 7, 23, 17, 36, 54, 55, 63, 46]",351,TRUE
Pa,70,25000,30,20,1,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(116, 431), (954, 992), (887, 779), (869, 229), (860, 251), (674, 858), (69, 24), (845, 724), (31, 815), (295, 153), (250, 390), (901, 716), (290, 665), (211, 140), (642, 243), (817, 440), (916, 624), (954, 434), (655, 192), (456, 613), (257, 19), (235, 916), (607, 41), (732, 847), (267, 830), (86, 60), (394, 826), (802, 572), (722, 142), (493, 684), (792, 310), (706, 567), (405, 968), (22, 379), (577, 48), (183, 92), (138, 753), (534, 387), (453, 386), (14, 971), (42, 669), (482, 309), (572, 504), (878, 425), (386, 395), (721, 36), (55, 676), (416, 561), (550, 114), (567, 712), (653, 790), (338, 522), (772, 527), (107, 798), (62, 342), (314, 832), (911, 942), (369, 481), (1, 757), (985, 241), (458, 250), (32, 742), (364, 665), (220, 359), (123, 757), (270, 757), (308, 132), (173, 789), (307, 894), (465, 661)]","[43, 8, 3, 28, 24, 23, 44, 19, 11, 36, 16, 46, 1, 58, 66, 26, 47, 17, 48, 18, 52, 32, 13, 35, 67, 54, 68, 41, 7, 55, 9, 6, 42, 49, 10, 14, 40, 69, 21, 27, 20, 38, 63, 33, 65, 70, 15, 59, 39, 4, 31, 5, 60, 29, 51, 22, 37, 34, 61, 62, 64, 45, 56, 25, 2, 57, 12, 50, 30, 53, 43]","[63, 69, 27, 37, 1, 20, 3, 28, 38, 43, 30, 6, 57, 2, 24, 8, 32, 17, 12, 18, 53, 16, 44, 31, 60, 4, 29, 5, 19, 15, 46, 35, 23, 49, 11, 64, 34, 55, 14, 26, 7, 36, 21, 42, 52, 58, 22, 66, 40, 25, 9, 59, 62, 41, 47, 54, 67, 39, 45, 10, 70, 33, 56, 13, 65, 68, 61, 48, 50, 51, 63]",98,TRUE
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(988, 796), (557, 935), (929, 345), (303, 734), (919, 834), (315, 526), (649, 12), (751, 488), (207, 900), (69, 246), (984, 660), (916, 343), (471, 691), (494, 289), (897, 862), (933, 679), (66, 891), (188, 459), (190, 435), (982, 666), (499, 467), (935, 966), (539, 235), (408, 256), (753, 519), (797, 86), (361, 695), (349, 448), (243, 343), (399, 330), (626, 378), (430, 172), (497, 815), (67, 142), (143, 219), (357, 94), (251, 270), (662, 165), (850, 425), (590, 284), (778, 39), (895, 127), (920, 377), (760, 629), (333, 891), (606, 473), (673, 568), (655, 951), (366, 911), (579, 444), (998, 897), (793, 58), (809, 563), (187, 983), (335, 904), (364, 642), (26, 225), (453, 920), (572, 675), (460, 344), (479, 851), (980, 400), (994, 332), (891, 996), (706, 441), (862, 760), (886, 449), (682, 111), (749, 308), (197, 160)]","[41, 15, 52, 46, 48, 51, 58, 2, 6, 43, 5, 39, 1, 53, 40, 14, 37, 19, 64, 67, 62, 42, 9, 63, 68, 57, 33, 65, 3, 55, 13, 66, 22, 50, 27, 45, 49, 17, 56, 59, 18, 23, 8, 16, 11, 29, 28, 70, 34, 10, 54, 12, 7, 26, 20, 21, 60, 31, 32, 35, 4, 24, 36, 25, 44, 30, 38, 69, 47, 61, 41]","[6, 28, 18, 19, 29, 37, 35, 57, 10, 34, 70, 36, 32, 24, 30, 60, 14, 23, 40, 69, 39, 67, 43, 12, 3, 62, 63, 42, 26, 52, 41, 7, 68, 38, 31, 50, 21, 46, 65, 8, 25, 47, 44, 53, 11, 20, 16, 66, 15, 5, 1, 51, 22, 64, 48, 2, 59, 13, 33, 61, 58, 49, 55, 45, 9, 54, 17, 4, 27, 56, 6]",326,TRUE
Pa,70,25000,30,20,0,RoMPPaDiPaCo70,"['Ro', None]","['Co', 50]","[(24, 310), (728, 24), (850, 92), (986, 37), (964, 571), (692, 657), (265, 23), (630, 320), (912, 38), (640, 75), (123, 370), (47, 794), (274, 263), (471, 453), (373, 826), (555, 266), (938, 931), (751, 998), (221, 413), (161, 318), (441, 113), (701, 19), (212, 494), (287, 531), (756, 152), (623, 529), (727, 768), (226, 286), (839, 858), (502, 71), (890, 595), (131, 716), (483, 369), (968, 733), (22, 758), (890, 158), (899, 985), (608, 561), (818, 350), (1000, 669), (729, 831), (848, 200), (887, 841), (968, 749), (189, 49), (108, 336), (162, 537), (321, 897), (688, 695), (743, 579), (461, 418), (903, 368), (622, 621), (82, 494), (169, 125), (853, 90), (345, 332), (457, 865), (635, 9), (110, 531), (38, 482), (469, 295), (197, 9), (337, 914), (14, 280), (849, 241), (622, 744), (118, 333), (248, 874), (483, 725)]","[35, 38, 57, 61, 68, 69, 48, 20, 46, 27, 6, 33, 19, 12, 2, 21, 53, 26, 34, 5, 24, 11, 63, 14, 60, 32, 50, 8, 49, 31, 23, 45, 28, 7, 36, 43, 70, 16, 1, 3, 29, 18, 13, 54, 10, 22, 42, 59, 58, 47, 37, 41, 66, 4, 9, 51, 62, 39, 52, 15, 40, 44, 17, 64, 55, 30, 25, 67, 56, 65, 35]","[67, 27, 41, 18, 17, 37, 43, 29, 34, 44, 40, 5, 31, 50, 6, 49, 53, 38, 26, 39, 52, 66, 42, 3, 56, 9, 4, 36, 25, 2, 22, 59, 10, 30, 21, 16, 8, 14, 51, 33, 62, 57, 13, 28, 7, 63, 45, 55, 65, 1, 46, 11, 68, 20, 19, 24, 23, 47, 60, 54, 61, 32, 35, 12, 69, 48, 64, 15, 58, 70, 67]",340,TRUE
