Representation,Number Of Cities,Population Size,Child Population Size,Generation Gap,Mutation Rate,Algorithm,Selection,Termination,City Coordinates,Original Solution,Final Solution,Algorithm Efficiency,Checked
Pa,30,8000,50,75,1,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[10, 21, 16, 14, 4, 24, 6, 20, 13, 12, 29, 11, 2, 27, 30, 25, 3, 15, 8, 22, 9, 5, 26, 1, 18, 23, 19, 17, 28, 7]","[13, 12, 24, 6, 20, 4, 3, 15, 10, 26, 25, 17, 30, 23, 19, 18, 8, 2, 9, 28, 22, 27, 7, 21, 29, 5, 16, 14, 1, 11]",49,TRUE
Pa,30,5000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[4, 22, 29, 5, 12, 30, 3, 26, 16, 24, 9, 27, 18, 8, 14, 25, 23, 10, 19, 6, 20, 21, 7, 13, 2, 17, 28, 11, 1, 15]","[14, 4, 8, 10, 26, 15, 1, 3, 23, 17, 30, 19, 25, 27, 22, 7, 11, 13, 12, 24, 6, 5, 20, 2, 28, 9, 21, 29, 16, 18]",90,TRUE
Pa,30,10000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[14, 10, 18, 22, 5, 21, 2, 3, 30, 23, 25, 28, 12, 6, 29, 9, 17, 19, 27, 24, 20, 16, 15, 8, 4, 26, 1, 13, 11, 7]","[15, 10, 26, 3, 23, 25, 19, 30, 17, 22, 16, 13, 12, 24, 6, 20, 5, 29, 2, 9, 28, 21, 27, 7, 14, 18, 8, 4, 11, 1]",113,TRUE
Pa,30,15000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[10, 27, 15, 23, 25, 30, 17, 21, 18, 12, 11, 20, 29, 7, 22, 14, 28, 1, 8, 24, 13, 16, 5, 9, 6, 2, 4, 19, 3, 26]","[26, 19, 25, 30, 17, 27, 9, 2, 29, 20, 5, 6, 24, 16, 13, 12, 11, 7, 21, 22, 28, 14, 18, 4, 8, 15, 1, 23, 3, 10]",90,TRUE
Pa,30,20000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[15, 24, 16, 29, 6, 20, 5, 7, 17, 21, 22, 9, 2, 4, 13, 12, 23, 11, 14, 25, 19, 28, 10, 27, 18, 26, 30, 3, 8, 1]","[21, 9, 28, 27, 22, 7, 14, 8, 18, 26, 3, 19, 17, 30, 25, 23, 10, 15, 1, 4, 11, 13, 12, 16, 24, 6, 20, 5, 29, 2]",123,TRUE
Pa,30,25000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[12, 13, 29, 16, 11, 6, 2, 5, 20, 19, 27, 21, 7, 17, 30, 26, 8, 22, 9, 28, 25, 15, 18, 4, 24, 14, 1, 3, 10, 23]","[15, 1, 18, 14, 11, 13, 12, 24, 20, 5, 16, 6, 9, 28, 2, 29, 7, 8, 4, 22, 21, 27, 30, 17, 19, 25, 23, 10, 3, 26]",76,TRUE
Pa,30,50000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[18, 8, 1, 15, 14, 26, 23, 19, 9, 28, 27, 20, 6, 29, 3, 30, 25, 4, 10, 22, 12, 16, 24, 13, 11, 5, 2, 7, 17, 21]","[18, 4, 14, 22, 27, 21, 28, 9, 2, 29, 7, 20, 5, 6, 16, 24, 12, 13, 11, 10, 23, 25, 19, 30, 17, 26, 3, 15, 1, 8]",76,TRUE
Pa,30,100000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[19, 26, 7, 16, 24, 5, 6, 22, 12, 11, 1, 25, 3, 13, 20, 21, 28, 27, 9, 2, 17, 30, 8, 18, 15, 10, 23, 4, 14, 29]","[23, 3, 25, 30, 19, 17, 9, 27, 28, 14, 4, 11, 13, 12, 16, 24, 20, 5, 6, 2, 29, 21, 22, 7, 18, 8, 1, 15, 10, 26]",82,TRUE
Pa,30,20000,50,75,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(225, 253), (983, 893), (392, 24), (384, 429), (590, 887), (533, 884), (584, 525), (483, 415), (916, 540), (441, 157), (201, 575), (142, 823), (7, 715), (523, 454), (366, 274), (359, 832), (982, 58), (488, 400), (755, 32), (544, 877), (775, 531), (716, 562), (489, 12), (380, 987), (699, 43), (455, 154), (768, 473), (876, 582), (763, 784), (826, 93), (268, 507), (966, 778), (702, 118), (799, 764), (89, 335), (9, 932), (935, 468), (89, 15), (732, 530), (658, 534), (367, 584), (857, 96), (783, 42), (718, 832), (262, 665), (984, 248), (497, 87), (188, 360), (786, 688), (231, 393)]","[23, 15, 3, 4, 13, 1, 11, 24, 20, 2, 7, 18, 21, 29, 5, 16, 12, 26, 28, 27, 19, 6, 17, 9, 22, 14, 8, 10, 30, 25]","[29, 21, 27, 22, 28, 9, 7, 18, 8, 15, 1, 23, 3, 26, 10, 25, 19, 17, 30, 14, 4, 11, 13, 12, 16, 24, 6, 20, 5, 2]",106,TRUE
Pa,30,8000,5,20,0.001,RoPMPaExPaIt30,"['Ro', None]","['It', 100]","[(894, 484), (97, 742), (345, 391), (209, 230), (440, 870), (288, 563), (659, 137), (138, 374), (874, 48), (67, 54), (928, 553), (79, 203), (783, 500), (371, 490), (29, 292), (174, 221), (370, 589), (920, 454), (495, 519), (935, 54), (314, 515), (268, 614), (213, 980), (377, 281), (655, 288), (69, 793), (244, 8), (818, 674), (674, 803), (387, 981), (831, 609), (912, 541), (698, 287), (957, 225), (684, 317), (150, 624), (765, 890), (642, 925), (752, 48), (383, 627), (278, 988), (92, 329), (72, 541), (205, 164), (150, 837), (887, 372), (461, 340), (837, 447), (396, 20), (506, 240)]","[14, 22, 26, 21, 2, 8, 24, 19, 29, 15, 20, 4, 27, 7, 9, 1, 25, 28, 13, 17, 12, 16, 10, 6, 30, 5, 23, 11, 18, 3]","[3, 20, 9, 6, 14, 16, 7, 21, 17, 26, 5, 29, 11, 18, 1, 13, 28, 2, 4, 8, 12, 27, 10, 15, 23, 22, 30, 19, 24, 25]",13,TRUE
Pa,30,8000,5,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[11, 20, 26, 7, 4, 5, 19, 17, 2, 3, 12, 30, 9, 18, 6, 8, 27, 13, 29, 24, 23, 22, 25, 16, 14, 21, 15, 1, 28, 10]",54,TRUE
Pa,30,8000,10,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[27, 14, 12, 19, 2, 17, 5, 20, 7, 4, 15, 21, 10, 11, 28, 1, 13, 29, 8, 24, 26, 6, 25, 22, 30, 9, 18, 3, 16, 23]",107,TRUE
Pa,30,8000,15,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[23, 27, 25, 8, 24, 29, 13, 6, 26, 1, 28, 11, 10, 5, 21, 15, 20, 7, 4, 19, 17, 2, 12, 14, 3, 18, 9, 30, 22, 16]",135,TRUE
Pa,30,8000,20,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[11, 28, 1, 24, 8, 25, 7, 19, 17, 2, 3, 18, 9, 30, 22, 23, 16, 27, 6, 29, 13, 26, 20, 14, 12, 4, 15, 21, 5, 10]",87,TRUE
Pa,30,8000,25,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[8, 6, 15, 21, 1, 28, 11, 10, 5, 19, 17, 2, 12, 14, 3, 18, 9, 30, 22, 23, 16, 27, 7, 4, 20, 26, 24, 13, 29, 25]",127,TRUE
Pa,30,8000,30,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[19, 17, 2, 12, 7, 4, 20, 15, 21, 1, 28, 11, 10, 5, 14, 3, 18, 9, 30, 22, 23, 16, 27, 25, 29, 13, 24, 8, 6, 26]",113,TRUE
Pa,30,8000,35,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[3, 14, 12, 2, 17, 19, 5, 10, 11, 28, 1, 21, 15, 30, 9, 22, 23, 16, 27, 25, 7, 4, 20, 26, 6, 8, 29, 13, 24, 18]",102,TRUE
Pa,30,8000,15,5,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[8, 6, 27, 16, 23, 22, 30, 9, 18, 3, 2, 17, 19, 12, 14, 7, 4, 20, 15, 21, 1, 28, 11, 10, 5, 26, 24, 13, 29, 25]",117,TRUE
Pa,30,8000,15,10,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[21, 5, 10, 11, 28, 1, 13, 29, 8, 24, 26, 15, 19, 17, 2, 12, 7, 4, 20, 6, 25, 27, 16, 23, 22, 30, 9, 18, 3, 14]",104,TRUE
Pa,30,8000,15,15,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[30, 22, 27, 6, 24, 13, 29, 8, 25, 23, 16, 9, 18, 3, 14, 12, 2, 17, 19, 5, 10, 11, 28, 1, 21, 15, 26, 20, 4, 7]",126,TRUE
Pa,30,8000,15,20,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[23, 25, 8, 29, 13, 24, 1, 28, 15, 20, 4, 7, 6, 27, 16, 22, 30, 9, 18, 3, 14, 12, 2, 17, 19, 5, 10, 11, 21, 26]",93,TRUE
Pa,30,8000,15,25,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[24, 8, 25, 29, 13, 1, 28, 11, 10, 5, 21, 15, 19, 17, 2, 12, 30, 23, 27, 16, 18, 3, 14, 9, 22, 7, 4, 20, 26, 6]",102,TRUE
Pa,30,8000,15,30,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[8, 29, 13, 15, 21, 1, 28, 11, 10, 5, 19, 17, 2, 4, 20, 7, 12, 14, 3, 18, 9, 30, 22, 23, 16, 27, 6, 26, 24, 25]",122,TRUE
Pa,30,8000,15,35,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[8, 14, 12, 2, 17, 19, 5, 10, 11, 28, 1, 21, 3, 18, 9, 30, 22, 23, 16, 27, 25, 6, 7, 4, 20, 15, 26, 13, 29, 24]",103,TRUE
Pa,30,8000,15,40,0.001,RoPBPaExPaRe30,"['Ro', None]","['Re', 99.6]","[(657, 6), (872, 974), (323, 921), (517, 532), (857, 519), (279, 422), (500, 536), (156, 348), (227, 730), (993, 296), (997, 190), (490, 768), (225, 72), (426, 785), (554, 394), (74, 683), (828, 886), (258, 785), (809, 784), (504, 505), (644, 354), (183, 625), (140, 621), (208, 300), (40, 417), (398, 336), (123, 556), (827, 44), (90, 187), (252, 702), (864, 603), (157, 331), (151, 590), (995, 698), (646, 723), (12, 897), (567, 609), (497, 543), (44, 110), (118, 165), (138, 797), (67, 619), (804, 176), (854, 206), (260, 850), (572, 913), (162, 484), (958, 8), (15, 490), (128, 788)]","[28, 13, 20, 3, 2, 17, 5, 1, 7, 9, 12, 22, 30, 23, 14, 4, 27, 6, 26, 25, 19, 10, 11, 29, 8, 16, 18, 15, 24, 21]","[2, 17, 19, 5, 20, 4, 7, 18, 9, 30, 6, 1, 28, 11, 10, 21, 15, 26, 13, 29, 24, 8, 25, 27, 22, 23, 16, 3, 14, 12]",104,TRUE
